Gender,Height,Weight,Height in cm,Weight in Kg,BMI
Male,68.79205081,197.679446,174.73,88.96,29.14
Male,66.6869927,174.7392882,169.38,78.63,27.41
Male,73.0584631,195.592886,185.57,88.02,25.56
Male,73.54269461,206.1003672,186.80,92.75,26.58
Male,71.82777662,198.9735653,182.44,89.54,26.90
Male,76.47287987,246.2323213,194.24,110.80,29.37
Male,70.93325026,213.2449979,180.17,95.96,29.56
Male,72.43950075,230.2341099,184.00,103.61,30.60
Male,72.09919305,212.8456118,183.13,95.78,28.56
Male,68.22696925,192.4516764,173.30,86.60,28.84
Male,67.76009464,172.2164506,172.11,77.50,26.16
Male,61.76450938,135.5442014,156.88,60.99,24.78
Male,68.69498934,195.1158961,174.49,87.80,28.84
Male,71.4777451,214.980508,181.55,96.74,29.35
Male,71.65292552,207.0691249,182.00,93.18,28.13
Male,71.75147642,198.1190658,182.25,89.15,26.84
Male,72.16236709,207.8643173,183.29,93.54,27.84
Male,70.44802027,183.2389784,178.94,82.46,25.75
Male,68.25704702,185.6465964,173.37,83.54,27.79
Male,66.80278237,165.1101731,169.68,74.30,25.81
Male,67.45286184,160.0094086,171.33,72.00,24.53
Male,69.78150595,188.0708013,177.25,84.63,26.94
Male,67.44822369,174.3878691,171.32,78.47,26.74
Male,65.69282981,168.2325864,166.86,75.70,27.19
Male,61.79532636,135.8944475,156.96,61.15,24.82
Male,73.60836469,220.0337782,186.97,99.02,28.33
Male,64.18148293,169.800144,163.02,76.41,28.75
Male,69.32485803,193.2792655,176.09,86.98,28.05
Male,70.40472368,195.4227106,178.83,87.94,27.50
Male,63.05530147,157.4379016,160.16,70.85,27.62
Male,67.70487821,170.1364282,171.97,76.56,25.89
Male,77.44661995,232.6510789,196.71,104.69,27.05
Male,69.67461416,177.5980091,176.97,79.92,25.52
Male,71.17481376,185.212105,180.78,83.35,25.50
Male,67.97335037,185.0250567,172.65,83.26,27.93
Male,68.96188761,184.0257013,175.16,82.81,26.99
Male,74.8609076,225.2808194,190.15,101.38,28.04
Male,65.73577387,148.1405965,166.97,66.66,23.91
Male,67.44504068,162.8445191,171.31,73.28,24.97
Male,65.92282216,175.4240323,167.44,78.94,28.16
Male,67.66159283,172.0595559,171.86,77.43,26.21
Male,69.68548314,181.9367014,177.00,81.87,26.13
Male,71.32147602,192.9478736,181.16,86.83,26.46
Male,71.35821063,195.9370728,181.25,88.17,26.84
Male,65.28274066,163.9576346,165.82,73.78,26.83
Male,71.54249121,203.7834348,181.72,91.70,27.77
Male,67.06412395,178.5148196,170.34,80.33,27.68
Male,63.9016449,140.4347054,162.31,63.20,23.99
Male,71.16515427,194.0605842,180.76,87.33,26.73
Male,68.29955581,182.2333597,173.48,82.01,27.25
Male,68.79287754,179.0865294,174.73,80.59,26.39
Male,59.98186507,112.9029394,152.35,50.81,21.89
Male,68.36201272,188.7861666,173.64,84.95,28.18
Male,68.25856986,171.3503235,173.38,77.11,25.65
Male,75.00994433,221.4540891,190.53,99.65,27.45
Male,68.44619221,199.3828807,173.85,89.72,29.68
Male,64.98549836,159.1123104,165.06,71.60,26.28
Male,70.7152956,209.1614742,179.62,94.12,29.17
Male,74.43050131,228.3751789,189.05,102.77,28.75
Male,62.27340148,154.2806907,158.17,69.43,27.75
Male,66.90478234,164.3599627,169.94,73.96,25.61
Male,70.18999922,195.7178851,178.28,88.07,27.71
Male,71.077766,183.7270955,180.54,82.68,25.37
Male,76.11667468,240.6381035,193.34,108.29,28.97
Male,71.27670183,205.1761096,181.04,92.33,28.17
Male,69.34236641,197.2179398,176.13,88.75,28.61
Male,68.04679597,177.123991,172.84,79.71,26.68
Male,69.29593206,172.346493,176.01,77.56,25.03
Male,73.49120494,218.6737556,186.67,98.40,28.24
Male,66.32096748,167.2146255,168.46,75.25,26.52
Male,71.87325229,211.3227764,182.56,95.10,28.53
Male,67.30657484,172.0652212,170.96,77.43,26.49
Male,68.87855263,182.3090981,174.95,82.04,26.80
Male,70.78669502,194.6955725,179.80,87.61,27.10
Male,69.98440497,192.1441105,177.76,86.46,27.36
Male,67.65910955,171.7029461,171.85,77.27,26.16
Male,69.16246988,190.8490701,175.67,85.88,27.83
Male,69.21363249,205.6994606,175.80,92.56,29.95
Male,68.00062599,177.6018026,172.72,79.92,26.79
Male,66.36163569,153.3216862,168.56,68.99,24.28
Male,67.67141355,174.7245343,171.89,78.63,26.61
Male,67.78453796,198.3117562,172.17,89.24,30.10
Male,66.86303976,189.4091241,169.83,85.23,29.55
Male,70.86686943,199.6571752,180.00,89.85,27.73
Male,72.24472362,203.3698816,183.50,91.52,27.18
Male,67.60605862,180.2548158,171.72,81.11,27.51
Male,69.698448,197.052357,177.03,88.67,28.29
Male,68.06434894,188.3757463,172.88,84.77,28.36
Male,63.11825358,160.7567033,160.32,72.34,28.15
Male,70.50545687,187.1357502,179.08,84.21,26.26
Male,74.2979207,229.0943169,188.72,103.09,28.95
Male,66.51858876,167.0766424,168.96,75.18,26.34
Male,70.46566325,182.802806,178.98,82.26,25.68
Male,67.65327039,182.4812286,171.84,82.12,27.81
Male,68.32437947,183.2152093,173.54,82.45,27.38
Male,75.53321134,227.9452477,191.85,102.58,27.87
Male,65.4782668,164.4870988,166.31,74.02,26.76
Male,71.36589596,214.9987451,181.27,96.75,29.44
Male,72.17513685,203.963892,183.32,91.78,27.31
Male,67.41824071,166.5421432,171.24,74.94,25.56
Male,63.70326374,152.5711781,161.81,68.66,26.22
Male,72.08989925,210.1259588,183.11,94.56,28.20
Male,65.51362316,173.1788274,166.40,77.93,28.14
Male,64.01117262,151.1313144,162.59,68.01,25.73
Male,66.65949285,182.7465136,169.32,82.24,28.69
Male,72.61046888,216.590561,184.43,97.47,28.65
Male,67.00648013,197.7992998,170.20,89.01,30.73
Male,69.66711517,192.5588995,176.95,86.65,27.67
Male,65.0785235,174.7435096,165.30,78.63,28.78
Male,69.21820494,189.1995012,175.81,85.14,27.54
Male,67.24770259,188.0026669,170.81,84.60,29.00
Male,70.21494716,192.8774853,178.35,86.79,27.29
Male,67.17035935,186.9887403,170.61,84.14,28.91
Male,69.43764789,195.4473861,176.37,87.95,28.27
Male,70.69342426,184.9419493,179.56,83.22,25.81
Male,65.05718061,150.5808782,165.25,67.76,24.82
Male,68.37178369,188.4277984,173.66,84.79,28.11
Male,66.41641417,193.6010915,168.70,87.12,30.61
Male,71.11617663,202.6559193,180.64,91.20,27.95
Male,70.43386716,186.5502327,178.90,83.95,26.23
Male,67.75177607,188.4753203,172.09,84.81,28.64
Male,68.82198029,197.6167878,174.81,88.93,29.10
Male,72.6644055,219.8772978,184.57,98.94,29.05
Male,78.99874235,269.9896985,200.66,121.50,30.18
Male,67.17597236,176.4475043,170.63,79.40,27.27
Male,66.73559172,166.2519654,169.51,74.81,26.04
Male,67.04611688,160.1561156,170.30,72.07,24.85
Male,74.01300646,227.9405038,187.99,102.57,29.02
Male,65.19475139,154.7416927,165.59,69.63,25.39
Male,67.52710166,167.2095862,171.52,75.24,25.58
Male,67.7692942,170.2967629,172.13,76.63,25.86
Male,69.36005929,177.7424282,176.17,79.98,25.77
Male,69.43562471,178.3665548,176.37,80.26,25.80
Male,64.98108569,151.0138427,165.05,67.96,24.95
Male,68.03773355,175.4451381,172.82,78.95,26.44
Male,72.36522872,195.0138368,183.81,87.76,25.97
Male,70.13360612,202.9880554,178.14,91.34,28.78
Male,67.99520031,152.6228718,172.71,68.68,23.03
Male,67.04058976,188.6050995,170.28,84.87,29.27
Male,73.16407985,213.5094923,185.84,96.08,27.82
Male,70.57511154,194.7925404,179.26,87.66,27.28
Male,69.15777785,177.7239791,175.66,79.98,25.92
Male,73.98669002,217.5791623,187.93,97.91,27.72
Male,69.44639071,198.8278171,176.39,89.47,28.76
Male,69.47030447,183.2956063,176.45,82.48,26.49
Male,71.53180202,218.2032582,181.69,98.19,29.74
Male,72.28439692,207.5405132,183.60,93.39,27.71
Male,67.775743,174.0980119,172.15,78.34,26.44
Male,67.7998001,182.1932732,172.21,81.99,27.65
Male,71.03559542,214.475994,180.43,96.51,29.65
Male,68.395164,169.634399,173.72,76.34,25.29
Male,68.77498649,191.4764096,174.69,86.16,28.24
Male,71.23403578,200.7798984,180.93,90.35,27.60
Male,67.44841735,174.720312,171.32,78.62,26.79
Male,66.85671744,169.3758208,169.82,76.22,26.43
Male,66.18398071,171.5619069,168.11,77.20,27.32
Male,66.87490671,168.4496836,169.86,75.80,26.27
Male,68.59102121,178.9290427,174.22,80.52,26.53
Male,63.97866126,158.2074096,162.51,71.19,26.96
Male,66.48310643,169.6114736,168.87,76.33,26.77
Male,65.8693715,167.7682374,167.31,75.50,26.97
Male,69.21277722,188.9476254,175.80,85.03,27.51
Male,73.52231093,212.8660992,186.75,95.79,27.47
Male,65.19886332,147.3602703,165.61,66.31,24.18
Male,70.3362271,214.2258856,178.65,96.40,30.20
Male,69.76430086,196.0145851,177.20,88.21,28.09
Male,70.68039627,199.5086562,179.53,89.78,27.86
Male,67.91864565,183.5438014,172.51,82.59,27.75
Male,71.88350042,211.8517004,182.58,95.33,28.60
Male,71.12736087,175.5077614,180.66,78.98,24.20
Male,67.07793117,181.5264919,170.38,81.69,28.14
Male,68.02337428,169.7866967,172.78,76.40,25.59
Male,67.96813278,194.9534527,172.64,87.73,29.44
Male,66.87778335,186.8809599,169.87,84.10,29.14
Male,70.38808605,206.9027268,178.79,93.11,29.13
Male,73.56704626,219.4037726,186.86,98.73,28.28
Male,65.80655692,154.8776291,167.15,69.69,24.95
Male,70.56496693,180.4762871,179.24,81.21,25.28
Male,68.08592074,187.3104819,172.94,84.29,28.18
Male,77.4655691,252.5566894,196.76,113.65,29.36
Male,72.39351243,209.4209477,183.88,94.24,27.87
Male,65.43804252,178.446423,166.21,80.30,29.07
Male,65.9085274,168.221009,167.41,75.70,27.01
Male,75.62403135,241.2023301,192.09,108.54,29.42
Male,69.64340765,195.0337005,176.89,87.77,28.05
Male,69.7297502,205.2287064,177.11,92.35,29.44
Male,69.01064169,177.5868284,175.29,79.91,26.01
Male,69.01021935,208.5361952,175.29,93.84,30.54
Male,68.69817522,184.2166975,174.49,82.90,27.23
Male,70.41445819,185.157334,178.85,83.32,26.05
Male,67.88884253,169.2502309,172.44,76.16,25.61
Male,71.5224187,194.2642644,181.67,87.42,26.49
Male,67.83993094,166.1461086,172.31,74.77,25.18
Male,70.29338742,189.2492063,178.55,85.16,26.71
Male,70.82738258,197.9253539,179.90,89.07,27.52
Male,69.15689413,190.6955328,175.66,85.81,27.81
Male,74.14785747,211.237968,188.34,95.06,26.80
Male,69.39489622,192.7085029,176.26,86.72,27.91
Male,72.59766295,205.0955402,184.40,92.29,27.14
Male,69.32960288,180.3588433,176.10,81.16,26.17
Male,64.25974739,161.311622,163.22,72.59,27.25
Male,62.41843392,162.5416914,158.54,73.14,29.10
Male,66.22909563,156.6766747,168.22,70.50,24.91
Male,64.23730294,135.1717924,163.16,60.83,22.85
Male,72.08529953,210.6365238,183.10,94.79,28.27
Male,70.24836011,202.921364,178.43,91.31,28.68
Male,65.8281958,168.4212826,167.20,75.79,27.11
Male,75.20902198,227.5814318,191.03,102.41,28.06
Male,73.4628048,223.0701779,186.60,100.38,28.83
Male,66.62894612,174.8877865,169.24,78.70,27.48
Male,67.16447304,193.3923092,170.60,87.03,29.90
Male,67.99021188,188.1151124,172.70,84.65,28.38
Male,64.124767,152.8386498,162.88,68.78,25.93
Male,70.17695539,189.2068507,178.25,85.14,26.80
Male,69.52256705,173.9766588,176.59,78.29,25.11
Male,71.60881943,204.4884124,181.89,92.02,27.82
Male,68.27775927,182.2054201,173.43,81.99,27.26
Male,74.56460108,210.6878113,189.39,94.81,26.43
Male,72.63310674,208.0662569,184.49,93.63,27.51
Male,73.00609716,201.745667,185.44,90.79,26.40
Male,71.96054792,208.8150558,182.78,93.97,28.13
Male,69.2844188,189.9362491,175.98,85.47,27.60
Male,67.36206427,177.3750077,171.10,79.82,27.27
Male,67.28544641,179.0090833,170.91,80.55,27.58
Male,70.09411691,167.3014086,178.04,75.29,23.75
Male,64.33679259,175.6832761,163.42,79.06,29.60
Male,69.86888284,195.714693,177.47,88.07,27.96
Male,63.99289908,154.9631741,162.54,69.73,26.39
Male,66.69311562,185.3706202,169.40,83.42,29.07
Male,72.43516123,201.6148974,183.99,90.73,26.80
Male,69.67652822,211.7133851,176.98,95.27,30.42
Male,67.64198904,166.2634667,171.81,74.82,25.35
Male,68.41486506,188.997023,173.77,85.05,28.16
Male,72.0893613,200.4353273,183.11,90.20,26.90
Male,70.2450922,193.0120517,178.42,86.86,27.28
Male,71.37001282,205.5385013,181.28,92.49,28.15
Male,71.10345526,201.8494751,180.60,90.83,27.85
Male,69.37565771,196.2250857,176.21,88.30,28.44
Male,70.13694723,192.7821537,178.15,86.75,27.33
Male,67.28152686,174.974136,170.90,78.74,26.96
Male,70.74308255,201.1293822,179.69,90.51,28.03
Male,66.36754046,166.4018862,168.57,74.88,26.35
Male,67.22592983,177.3064747,170.75,79.79,27.37
Male,68.26964759,172.0773047,173.40,77.43,25.75
Male,68.17049466,178.7191052,173.15,80.42,26.82
Male,67.6727949,183.7399479,171.89,82.68,27.98
Male,66.4748368,168.897518,168.85,76.00,26.66
Male,76.56927352,229.8580951,194.49,103.44,27.35
Male,68.96353445,187.5195145,175.17,84.38,27.50
Male,72.44634816,196.6322394,184.01,88.48,26.13
Male,68.04146071,203.1615983,172.83,91.42,30.61
Male,66.71742172,181.8246867,169.46,81.82,28.49
Male,70.67291067,185.7598838,179.51,83.59,25.94
Male,71.472998,190.5523722,181.54,85.75,26.02
Male,71.58255465,207.924949,181.82,93.57,28.30
Male,67.42170287,181.1123491,171.25,81.50,27.79
Male,69.53359581,200.6778238,176.62,90.31,28.95
Male,70.76459833,188.7924569,179.74,84.96,26.30
Male,67.60266255,149.5671682,171.71,67.31,22.83
Male,71.2382799,205.3857099,180.95,92.42,28.23
Male,69.58211332,214.6060555,176.74,96.57,30.92
Male,73.36589132,216.6959926,186.35,97.51,28.08
Male,73.49841233,223.4132243,186.69,100.54,28.85
Male,69.40999469,187.0848888,176.30,84.19,27.09
Male,71.78788227,221.7025057,182.34,99.77,30.01
Male,67.59911559,168.8263792,171.70,75.97,25.77
Male,67.67104439,179.1872513,171.88,80.63,27.29
Male,68.59056272,182.0812286,174.22,81.94,26.99
Male,71.35273099,208.3370468,181.24,93.75,28.54
Male,67.93550704,207.6838649,172.56,93.46,31.39
Male,67.43804695,173.23066,171.29,77.95,26.57
Male,69.99428992,212.0569807,177.79,95.43,30.19
Male,68.51757854,187.9013748,174.03,84.56,27.92
Male,66.69267129,158.733412,169.40,71.43,24.89
Male,68.48130885,185.7658666,173.94,83.59,27.63
Male,73.98785452,200.5841857,187.93,90.26,25.56
Male,73.33410764,222.8661997,186.27,100.29,28.91
Male,72.56081617,208.6579459,184.30,93.90,27.64
Male,67.67514787,193.5865354,171.89,87.11,29.48
Male,69.93858695,204.1811869,177.64,91.88,29.12
Male,65.32533032,163.0551423,165.93,73.37,26.65
Male,68.16610633,197.1795704,173.14,88.73,29.60
Male,69.26275904,206.7335309,175.93,93.03,30.06
Male,70.03144065,197.6927564,177.88,88.96,28.12
Male,69.02891597,174.4799351,175.33,78.52,25.54
Male,69.14227294,175.8324466,175.62,79.12,25.65
Male,66.7821873,176.6119929,169.63,79.48,27.62
Male,69.45413595,194.8206675,176.41,87.67,28.17
Male,71.45613951,209.6777854,181.50,94.36,28.64
Male,70.35199759,187.8204731,178.69,84.52,26.47
Male,72.0881801,219.2966012,183.10,98.68,29.43
Male,69.25077579,176.2517449,175.90,79.31,25.63
Male,66.70032038,164.0342193,169.42,73.82,25.72
Male,68.07461976,176.9774255,172.91,79.64,26.64
Male,63.41516589,156.1292328,161.07,70.26,27.08
Male,67.42751473,177.1153317,171.27,79.70,27.17
Male,70.50979425,191.3571188,179.09,86.11,26.85
Male,68.66359393,184.2627962,174.41,82.92,27.26
Male,67.12613559,170.043605,170.50,76.52,26.32
Male,69.51460351,174.2150014,176.57,78.40,25.15
Male,59.93864965,141.4595789,152.24,63.66,27.46
Male,68.02526048,160.08529,172.78,72.04,24.13
Male,67.62447726,193.7697802,171.77,87.20,29.55
Male,69.66772402,216.7316335,176.96,97.53,31.15
Male,67.3500077,189.5838621,171.07,85.31,29.15
Male,67.24071567,181.6622367,170.79,81.75,28.02
Male,71.37918001,205.8724575,181.30,92.64,28.18
Male,68.70012441,186.8120606,174.50,84.07,27.61
Male,63.39934965,152.1305061,161.03,68.46,26.40
Male,72.21873615,198.3882652,183.44,89.27,26.53
Male,69.93227078,185.7873037,177.63,83.60,26.50
Male,64.48957485,166.704316,163.80,75.02,27.96
Male,71.58255151,192.7270363,181.82,86.73,26.23
Male,69.71193781,201.1528476,177.07,90.52,28.87
Male,69.96821619,188.7665057,177.72,84.94,26.89
Male,72.25407145,187.6121819,183.53,84.43,25.07
Male,71.79531868,204.2602588,182.36,91.92,27.64
Male,66.96490198,190.3735985,170.09,85.67,29.61
Male,68.26901426,196.8433339,173.40,88.58,29.46
Male,67.03592902,175.4521677,170.27,78.95,27.23
Male,65.74097213,178.1062667,166.98,80.15,28.74
Male,69.12305784,179.024645,175.57,80.56,26.13
Male,71.16322165,203.2794072,180.75,91.48,28.00
Male,68.20968309,174.3218287,173.25,78.44,26.13
Male,69.47322704,206.7443392,176.46,93.03,29.88
Male,68.14476095,181.2658248,173.09,81.57,27.23
Male,63.45886,165.7478288,161.19,74.59,28.71
Male,67.51135804,176.0854243,171.48,79.24,26.95
Male,65.93735194,160.4902892,167.48,72.22,25.75
Male,71.89374157,203.2208674,182.61,91.45,27.42
Male,64.80414049,165.6044904,164.60,74.52,27.51
Male,71.72961129,203.6212077,182.19,91.63,27.60
Male,65.70453903,173.058823,166.89,77.88,27.96
Male,72.85807963,216.0647453,185.06,97.23,28.39
Male,70.22277824,185.9450077,178.37,83.68,26.30
Male,65.56280415,162.5219156,166.53,73.13,26.37
Male,67.49701514,178.7869137,171.44,80.45,27.37
Male,64.82117138,166.7768379,164.65,75.05,27.69
Male,69.59877695,173.9221304,176.78,78.26,25.04
Male,67.67198445,182.0152255,171.89,81.91,27.72
Male,71.90659236,212.8760152,182.64,95.79,28.72
Male,66.45203849,174.9138167,168.79,78.71,27.63
Male,68.10600207,186.5825364,172.99,83.96,28.06
Male,65.07790189,165.3138068,165.30,74.39,27.23
Male,73.07197695,206.790142,185.60,93.06,27.01
Male,66.65652059,172.9379579,169.31,77.82,27.15
Male,66.93341356,183.0853756,170.01,82.39,28.50
Male,69.61299015,184.1984519,176.82,82.89,26.51
Male,69.10449851,183.4046858,175.53,82.53,26.79
Male,65.48267083,174.5290565,166.33,78.54,28.39
Male,64.72162222,150.6194572,164.39,67.78,25.08
Male,69.03049142,183.8520382,175.34,82.73,26.91
Male,62.94895103,154.0591255,159.89,69.33,27.12
Male,68.0034638,186.3699527,172.73,83.87,28.11
Male,67.52510551,180.0565494,171.51,81.03,27.54
Male,65.1939877,156.2861991,165.59,70.33,25.65
Male,69.77066855,169.749522,177.22,76.39,24.32
Male,74.88030802,236.360678,190.20,106.36,29.40
Male,67.67265267,169.810675,171.89,76.41,25.86
Male,70.48962054,188.798293,179.04,84.96,26.50
Male,64.48539029,159.3786296,163.79,71.72,26.73
Male,74.39745903,212.6361678,188.97,95.69,26.80
Male,65.09406453,165.862943,165.34,74.64,27.30
Male,71.41075432,189.2048025,181.38,85.14,25.88
Male,71.65152428,184.9818143,181.99,83.24,25.13
Male,67.00407627,190.5555924,170.19,85.75,29.60
Male,69.34647389,181.8515844,176.14,81.83,26.38
Male,68.53658272,181.2952565,174.08,81.58,26.92
Male,72.60769741,221.1755961,184.42,99.53,29.26
Male,68.23588615,186.7426541,173.32,84.03,27.97
Male,71.13669687,191.3172693,180.69,86.09,26.37
Male,68.32366764,183.5868604,173.54,82.61,27.43
Male,70.57332649,213.0598511,179.26,95.88,29.84
Male,69.03077173,183.7288808,175.34,82.68,26.89
Male,68.26658679,186.289793,173.40,83.83,27.88
Male,71.1706116,200.3566417,180.77,90.16,27.59
Male,70.32469964,199.0132685,178.62,89.56,28.07
Male,62.10864035,145.768216,157.76,65.60,26.36
Male,69.15511404,178.7517272,175.65,80.44,26.07
Male,64.25738938,158.0286206,163.21,71.11,26.70
Male,69.50932394,192.5942266,176.55,86.67,27.80
Male,73.5846783,215.7551046,186.91,97.09,27.79
Male,73.4053574,209.2607585,186.45,94.17,27.09
Male,66.16646523,174.1751766,168.06,78.38,27.75
Male,71.86027322,198.4071463,182.53,89.28,26.80
Male,68.58655387,187.2884789,174.21,84.28,27.77
Male,66.62273938,166.6317495,169.22,74.98,26.19
Male,70.28873874,192.7379267,178.53,86.73,27.21
Male,70.40231926,190.8280374,178.82,85.87,26.85
Male,73.48729547,209.9749585,186.66,94.49,27.12
Male,64.36013556,175.0851255,163.47,78.79,29.48
Male,67.77808173,182.1644323,172.16,81.97,27.66
Male,71.84327864,202.1529554,182.48,90.97,27.32
Male,68.91629283,192.6324027,175.05,86.68,28.29
Male,68.05540022,176.2496593,172.86,79.31,26.54
Male,63.77036299,161.0021152,161.98,72.45,27.61
Male,66.89123829,191.1029893,169.90,86.00,29.79
Male,68.78387283,187.6354638,174.71,84.44,27.66
Male,67.80360374,158.3472457,172.22,71.26,24.02
Male,63.2731515,143.2486718,160.71,64.46,24.96
Male,67.37831944,186.6770884,171.14,84.00,28.68
Male,64.06295219,166.6851125,162.72,75.01,28.33
Male,74.03459775,217.815798,188.05,98.02,27.72
Male,71.31765101,198.752471,181.15,89.44,27.26
Male,70.4094368,206.3469387,178.84,92.86,29.03
Male,69.5600329,187.4915007,176.68,84.37,27.03
Male,62.34671605,139.1966211,158.36,62.64,24.98
Male,71.35320878,209.3098801,181.24,94.19,28.68
Male,70.86880751,199.5086544,180.01,89.78,27.71
Male,63.75414887,156.4606329,161.94,70.41,26.85
Male,66.68582515,179.2976843,169.38,80.68,28.12
Male,67.05480339,169.8145254,170.32,76.42,26.34
Male,72.73859251,190.2827586,184.76,85.63,25.09
Male,63.47241419,141.0968249,161.22,63.49,24.43
Male,71.17058747,185.0517288,180.77,83.27,25.48
Male,64.4645503,157.3104807,163.74,70.79,26.40
Male,66.40871891,177.1464187,168.68,79.72,28.02
Male,67.20410881,168.9820916,170.70,76.04,26.10
Male,71.25353511,205.3539273,180.98,92.41,28.21
Male,66.48826617,170.9898326,168.88,76.95,26.98
Male,71.72349062,202.2682774,182.18,91.02,27.43
Male,67.97996252,184.3748783,172.67,82.97,27.83
Male,67.58112659,180.8539356,171.66,81.38,27.62
Male,68.03509529,162.1244315,172.81,72.96,24.43
Male,64.96377239,165.0705828,165.01,74.28,27.28
Male,68.54172854,187.321636,174.10,84.29,27.81
Male,67.95083753,178.702061,172.60,80.42,27.00
Male,76.80634364,227.2203428,195.09,102.25,26.87
Male,65.7634935,163.2308403,167.04,73.45,26.33
Male,70.36539263,185.2971151,178.73,83.38,26.10
Male,68.31251969,186.1200024,173.51,83.75,27.82
Male,69.48924667,187.8432533,176.50,84.53,27.13
Male,71.49614024,192.8872892,181.60,86.80,26.32
Male,61.22682866,153.5209786,155.52,69.08,28.56
Male,70.0240514,197.2553766,177.86,88.76,28.06
Male,75.99336033,231.3474009,193.02,104.11,27.94
Male,65.73996121,145.9916825,166.98,65.70,23.56
Male,67.360824,198.8938832,171.10,89.50,30.57
Male,70.39987429,203.5371948,178.82,91.59,28.64
Male,66.38423193,162.0170302,168.62,72.91,25.64
Male,67.85653908,191.7103323,172.36,86.27,29.04
Male,75.694314,235.1366742,192.26,105.81,28.62
Male,61.46101309,135.5111157,156.11,60.98,25.02
Male,59.38064956,136.3910055,150.83,61.38,26.98
Male,66.39285493,186.0666781,168.64,83.73,29.44
Male,71.09133217,198.0309579,180.57,89.11,27.33
Male,69.57657185,192.4663555,176.72,86.61,27.73
Male,67.28559807,182.5181998,170.91,82.13,28.12
Male,73.62167715,225.2931439,187.00,101.38,28.99
Male,70.45629855,187.5181408,178.96,84.38,26.35
Male,65.1341657,138.6548279,165.44,62.39,22.80
Male,68.36007218,176.4135007,173.63,79.39,26.33
Male,64.84630137,157.7184384,164.71,70.97,26.16
Male,71.15940048,192.3511167,180.74,86.56,26.50
Male,62.81315544,153.4958975,159.55,69.07,27.14
Male,65.60876846,152.9130637,166.65,68.81,24.78
Male,72.96588002,202.6248928,185.33,91.18,26.55
Male,66.04426807,170.7987439,167.75,76.86,27.31
Male,70.34105811,206.2354701,178.67,92.81,29.07
Male,64.93998961,133.5119835,164.95,60.08,22.08
Male,65.87323411,174.4985557,167.32,78.52,28.05
Male,64.61397563,153.2812122,164.12,68.98,25.61
Male,66.98353564,173.6635731,170.14,78.15,27.00
Male,70.01950469,196.2503316,177.85,88.31,27.92
Male,65.1054427,149.1069188,165.37,67.10,24.54
Male,67.25919794,181.6733542,170.84,81.75,28.01
Male,71.98000945,191.0161622,182.83,85.96,25.72
Male,68.49723451,192.3397407,173.98,86.55,28.59
Male,70.94711392,202.0471123,180.21,90.92,28.00
Male,64.68290848,160.7898642,164.29,72.36,26.81
Male,69.08066651,174.3910884,175.46,78.48,25.49
Male,67.04766973,173.816374,170.30,78.22,26.97
Male,67.1351749,177.9843611,170.52,80.09,27.54
Male,69.74264212,199.8912715,177.15,89.95,28.66
Male,68.89452931,180.6918155,174.99,81.31,26.55
Male,70.25340097,189.2718686,178.44,85.17,26.75
Male,62.30743853,149.4390968,158.26,67.25,26.85
Male,70.46201292,185.0212235,178.97,83.26,25.99
Male,63.71495133,139.4111453,161.84,62.74,23.95
Male,73.45960996,199.868209,186.59,89.94,25.83
Male,71.64830831,199.039289,181.99,89.57,27.04
Male,70.14338611,182.8321969,178.16,82.27,25.92
Male,66.64156891,155.7638138,169.27,70.09,24.46
Male,70.75201202,197.8389021,179.71,89.03,27.57
Male,68.15253435,193.1593488,173.11,86.92,29.01
Male,68.95371945,178.2877855,175.14,80.23,26.15
Male,71.12082662,193.8048924,180.65,87.21,26.72
Male,68.84761219,178.2569076,174.87,80.22,26.23
Male,71.33434891,184.520037,181.19,83.03,25.29
Male,74.34020588,209.2375131,188.82,94.16,26.41
Male,69.32985159,178.954374,176.10,80.53,25.97
Male,71.10458935,206.2397496,180.61,92.81,28.45
Male,71.50520627,205.8834958,181.62,92.65,28.09
Male,71.57969599,200.3931235,181.81,90.18,27.28
Male,70.34775527,194.3287921,178.68,87.45,27.39
Male,66.40239707,165.9559347,168.66,74.68,26.25
Male,74.51787603,201.9579717,189.28,90.88,25.37
Male,72.2299021,206.2235379,183.46,92.80,27.57
Male,73.10605905,207.2395474,185.69,93.26,27.05
Male,69.5580519,181.3212975,176.68,81.59,26.14
Male,72.6580716,221.8859416,184.55,99.85,29.32
Male,65.70477385,160.203314,166.89,72.09,25.88
Male,68.01174873,175.0150905,172.75,78.76,26.39
Male,70.18876719,192.86002,178.28,86.79,27.31
Male,70.83911627,213.7361359,179.93,96.18,29.71
Male,66.07186459,179.7044101,167.82,80.87,28.71
Male,66.55811408,154.6275884,169.06,69.58,24.35
Male,74.52097209,216.5331913,189.28,97.44,27.20
Male,63.73243789,162.2210233,161.88,73.00,27.86
Male,69.89621711,187.0567724,177.54,84.18,26.71
Male,75.85011222,227.2779654,192.66,102.28,27.55
Male,68.38886947,185.4398405,173.71,83.45,27.66
Male,71.00854042,207.5502799,180.36,93.40,28.71
Male,68.26572352,184.988498,173.39,83.24,27.69
Male,72.39194027,215.6752656,183.88,97.05,28.71
Male,67.16719433,158.4698959,170.60,71.31,24.50
Male,69.37895012,194.4889423,176.22,87.52,28.18
Male,68.46437409,182.9040117,173.90,82.31,27.22
Male,68.43299232,196.1030828,173.82,88.25,29.21
